id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
1324,TRUE,TRUE,scientific,article,2022,"Eyal G, Laverick JH, Ben-Zvi O, Brown KT, Kramer N, Tamir R, Lindemann Y, Levy O, Pandolfi JM.",Selective deep water coral bleaching occurs through depth isolation,Science of The Total Environment,844,,,10.1016/j.scitotenv.2022.157180,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,65,Climate Change; Oceanography; Disturbances,Scleractinia (Hard Corals),Rebreather; Aquarium-based; In-situ instrumentation,Israel - Red Sea
1325,TRUE,TRUE,scientific,article,2019,"Friedlander AM, Giddens J, Ballesteros E, Blum S, Brown EK, Caselle JE, Henning B, Jost C, Salinas-de-León P, Sala E.","Marine biodiversity from zero to a thousand meters at Clipperton Atoll (Île de La Passion), Tropical Eastern Pacific",PeerJ,7,,e7279,10.7717/peerj.7279,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1497,Biodiversity; Community structure; Ecology,Fishes; Overall benthic (groups),Baited Remote Underwater Video (BRUV); Drop / Towed Video; Manned Submersible; SCUBA (open-circuit or unspecified),Clipperton Island
1326,TRUE,TRUE,scientific,article,2022,"Liberman R, Benayahu Y, Huchon D.", Octocorals in the Gulf of Aqaba exhibit high photosymbiont fidelity,Front Microbiol,13,,,10.3389/fmicb.2022.1005471,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,70,Molecular ecology; Ecology,Octocorallia (Soft Corals); Symbiodinium (zooxanthellae),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Israel - Red Sea
1327,TRUE,TRUE,scientific,article,2021,"Medeiros APM, Ferreira BP, Alvarado F, Betancur‐R R, Soares MO, Santos BA.",Deep reefs are not refugium for shallow‐water fish communities in the southwestern Atlantic,Ecol Evol,11,,4413-4427,10.1002/ece3.7336 ,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,62,Biodiversity; Ecology; Molecular ecology,Fishes,SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
1328,TRUE,TRUE,scientific,article,2020,"Pinheiro HT, Macena BC, Francini‐Filho RB, Ferreira CE, Albuquerque FV, Bezerra NP, Carvalho‐Filho A, Ferreira RC, Luiz OJ, Mello TJ, Mendonça SA.","Fish biodiversity of Saint Peter and Saint Paulʼs Archipelago, Mid‐Atlantic Ridge, Brazil: new records and a species database",Journal of fish biology,97,4,1143-53,10.1111/jfb.14484,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1050,Biodiversity,Fishes,Baited Remote Underwater Video (BRUV); Fishing; Manned Submersible; Rebreather; SCUBA (open-circuit or unspecified),Brazil - St Peter and St Paul Archipelago
1329,TRUE,TRUE,scientific,article,2021,"Chimienti G, Aguilar R, Maiorca M, Mastrototaro F","A newly discovered forest of the whip coral Viminella flagellum (Anthozoa, Alcyonacea) in the Mediterranean Sea: a non-invasive method to assess its population structure",biology,11,1,39,doi.org/10.3390/biology11010039,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,149,149,Biodiversity,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV),Italy - Ligurian-Tyrrhenian
1330,TRUE,TRUE,scientific,article,2021,"Tempera F, Milla‐Figueras D, Sinde‐Mano AL, Atchoi E, Afonso P",Range extension of mesophotic kelps (Ochrophyta: Laminariales and Tilopteridales) in the Central North Atlantic: Opportunities for marine forest research and conservation,J Phycol,57,,1140-50,10.1111/jpy.13162,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,35,85,Biodiversity; Ecology; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline)",Drop / Towed Video; Rebreather; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Portugal - Azores
1331,TRUE,TRUE,scientific,article,2022,"Voerman SE, Marsh BC, Bahia RG, Pereira-Filho GH, Yee TW, Becker AC, Amado-Filho GM, Ruseckas A, Turnbull GA, Samuel ID, Burdett HL ",Ecosystem engineer morphological traits and taxon identity shape biodiversity across the euphotic–mesophotic transition,Proc R Soc B,289,,20211834,10.1098/rspb.2021.1834,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,13,86,Biodiversity; Ecology,"Algae (Macro, Turf and Crustose Coralline)",SCUBA (open-circuit or unspecified),Brazil - Fernando Noronha
1332,TRUE,TRUE,scientific,article,2022,"Brown K, Monk J, Williams J, Carroll A, Harasti D, Barrett N","Depth and benthic habitat influence shallow and mesophotic predatory fishes on a remote, high-latitude coral reef",PLoS ONE,17,3,e0265067,10.1371/journal.pone.0265067,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,100,Biodiversity; Ecology,Fishes,Baited Remote Underwater Video (BRUV),Australia - Southeastern Australia
1333,TRUE,TRUE,scientific,article,2022,"Prata KE, Riginos C, Gutenkunst RN, Latijnhouwers KR, Sánchez JA, Englebert N, Hay KB, Bongaerts P",Deep connections: Divergence histories with gene flow in mesophotic Agaricia corals,Mol Ecol,31,9,2511-27, 10.1111/mec.16391 ,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,85,Biodiversity; Ecology; Evolution; Molecular ecology,Scleractinia (Hard Corals),Manned Submersible; SCUBA (open-circuit or unspecified),Bonaire; Curaçao; Colombia - Caribbean Sea
1334,TRUE,TRUE,scientific,article,2021,"Button RE, Parker D, Coetzee V, Samaai T, Palmer RM, Sink K, Kerwath SE,",ROV assessment of mesophotic fish and associated habitats across the continental shelf of the Amathole region,Sci Rep,11,,18171,10.1038/s41598-021-97369-2,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,30,170,Biodiversity; Ecology,Fishes,Remotely Operated Vehicle (ROV),South Africa
1335,TRUE,TRUE,scientific,article,2019,"Schneider, C.W., Popolizio, T.R., Saunders, G.W.","Collections from the mesophytic zone off Bermuda reveal three species of Kallymeniaceae (gigartinales, rhodophyta) in genera with transoceanic distributions",J Phycol,55,,415-424,10.1111/jpy.12828,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,90,90,Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Manned Submersible; Rebreather,Bermuda
1336,TRUE,FALSE,scientific,article,2022,"Castellan G, Angeletti L, Montagna P, Taviani M",Drawing the borders of the mesophotic zone of the Mediterranean Sea using satellite data,Sci Rep,12,,5585,10.1038/s41598-022-09413-4,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,500,Ecology; Geomorphology,Overall benthic (groups),,France - Mediterranean Sea; Israel - Mediterranean Sea; Italy - Mediterranean; Spain - Mediterranean Sea; Turkey - Mediterranean Sea
1337,TRUE,FALSE,scientific,review,2022,"Cordeiro CAMM, Aued AW, Barros F, Bastos AC, Bender M, Mendes TC, Creed JC, Cruz ICS, Dias MS, Fernandes LDA, Coutinho R, Gonçalves JEA, Floeter SR, Mello-Fonseca J, Freire AS, Gherardi DFM, Gomes LEO, Lacerda F, Martins RL, Longo GO, Mazzuco AC, Menezes R, Muelbert JH, Paranhos R, Quimbayo JP, Valentin JL, Ferreira CEL",Long-term monitoring projects of Brazilian marine and coastal ecosystems,PeerJ,10,,e14313,10.7717/peerj.14313,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,49,Long-term monitoring,Marine mammals; Fishes; Overall benthic (groups),,Brazil - Eastern Brazil
1338,TRUE,TRUE,scientific,article,2022,"Cordeiro RTS, Carpinelli ÁN, Francini-Filho RB, Neves BM, Pérez CD, de Oliveira U, Sumida P, Maranhão H, Monteiro LHU, Carneiro P, Kitahara MV","Neospongodes atlantica, a potential case of an early biological introduction in the Southwestern Atlantic",PeerJ,10,,e14347,10.7717/peerj.14347,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,18,81,Evolution; Taxonomy,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
1339,TRUE,TRUE,scientific,article,2019,"Gómez-Gras D, Linares C, de Caralt S, Cebrian E, Frleta-Valic M, Montero-Serra I, Pagès-Escolà M, López-Sendino P, Garrabou J",Response diversity in Mediterranean coralligenous assemblages facing climate change: Insights from a multispecific thermotolerance experiment,Ecol Evol,9,7,4168–4180,10.1002/ece3.5045,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,15,20,Climate Change; Physiology,Porifera (Sponges); Octocorallia (Soft Corals); Scleractinia (Hard Corals),Aquarium-based,Spain - Mediterranean Sea
1340,TRUE,FALSE,scientific,article,2019,"Hadfield KA, Schizas NV, Chatterjee T, Smit NJ","Gnathia bermudensis (Crustacea, Isopoda, Gnathiidae), a new species from the mesophotic reefs of Bermuda, with a key to Gnathia from the Greater Caribbean biogeographic region",Zookeys,891,,16-Jan,10.3897/zookeys.891.39564,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,56,94,Taxonomy,Crustacea,Manned Submersible; Rebreather,Bermuda
1341,TRUE,TRUE,scientific,article,2021,"Jones R, Wakeford M, Currey-Randall L, Miller K, Tonin H","Drill cuttings and drilling fluids (muds) transport, fate and effects near a coral reef mesophotic zone",Mar Pollut Bull,172,,112717,10.1016/j.marpolbul.2021.112717,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,80,Disturbances,Overall benthic (groups),Baited Remote Underwater Video (BRUV); Remotely Operated Vehicle (ROV); Surface-deployed sensors and samplers,Australia - Western Australia
1342,TRUE,TRUE,scientific,article,2022,"Liberman R, Shlesinger T, Loya Y, Benayahu Y","Soft coral reproductive phenology along a depth gradient: Can ""going deeper"" provide a viable refuge?",Ecology,103,9,e3760,10.1002/ecy.3760,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,45,Ecology; Reproduction,Octocorallia (Soft Corals),In-situ instrumentation,Israel - Red Sea
1344,TRUE,TRUE,scientific,article,2021,Mah CL,"The East Pacific/South Pacific Boundary: New taxa and occurrences from Rapa Nui (Easter Island), New Caledonia and adjacent regions",Zootaxa,4980,3,401-450,10.11646/zootaxa.4980.3.1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,30,150,Taxonomy,Other invertebrates,Rebreather; Remotely Operated Vehicle (ROV),New Caledonia; Chile - Easter Island
1345,TRUE,FALSE,scientific,article,2019,"Pinheiro HT, Shepherd B, Greene BD, Rocha LA","Liopropoma incandescens sp. nov. (Epinephelidae, Liopropominae), a new species of basslet from mesophotic coral ecosystems of Pohnpei, Micronesia",Zookeys,863,,97 - 106,10.3897/zookeys.863.33778,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,130,130,Taxonomy,Fishes,Rebreather,Micronesia - Caroline Islands (Pohnpei)
1346,TRUE,TRUE,scientific,article,2022,"Prasetia R, Sinniger F, Nakamura T, Harii S",Author Correction: Limited acclimation of early life stages of the coral Seriatopora hystrix from mesophotic depth to shallow reefs,Sci Rep,12,1,15342,10.1038/s41598-022-20029-6,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,40,Behavior; Climate Change; Connectivity; Physiology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Japan - Ryukyu Islands (Okinawa)
1347,TRUE,TRUE,scientific,article,2019,"Pupier CA, Fine M, Bednarz VN, Rottier C, Grover R, Ferrier-Pagès C",Productivity and carbon fluxes depend on species and symbiont density in soft coral symbioses,Sci Rep,9,1,17819,10.1038/s41598-019-54209-8,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,40,Physiology,Octocorallia (Soft Corals),Aquarium-based,Israel - Red Sea
1348,TRUE,TRUE,scientific,article,2020,"Rendina F, Kaleb S, Caragnano A, Ferrigno F, Appolloni L, Donnarumma L, Russo GF, Sandulli R, Roviello V, Falace A","Distribution and characterization of deep rhodolith beds off the Campania coast (SW Italy, Mediterranean Sea)",Plants,9,985,,10.3390/plants9080985,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,42,78,Biodiversity; Ecology,"Algae (Macro, Turf and Crustose Coralline)",Remotely Operated Vehicle (ROV); Sonar / Multibeam,Italy - Ligurian-Tyrrhenian
1349,TRUE,TRUE,scientific,article,2022,"Rinsky M, Weizman E, Ben-Asher HW, Eyal G, Zhu B, Levy O",Temporal gene expression patterns in the coral Euphyllia paradivisa reveal the complexity of biological clocks in the cnidarian-algal symbiosis,Science Advances,8,37,eabo6467,10.1126/sciadv.abo6467,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,60,Molecular ecology,Scleractinia (Hard Corals),Aquarium-based,Israel - Red Sea
1350,TRUE,TRUE,scientific,article,2022,"Salvetat J, Bez N, Habasque J, Lebourges-Dhaussy A, Lopes C, Roudaut G, Simier M, Travassos P, Vargas G, Bertrand A",Comprehensive spatial distribution of tropical fish assemblages from multifrequency acoustics and video fulfils the island mass effect framework,Sci Rep,12,1,8787,10.1038/s41598-022-12409-9,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,100,Biodiversity; Ecology,Fishes,Acoustic Telemetry; Drop / Towed Video; Remotely Operated Vehicle (ROV),Brazil - Fernando Noronha
1351,TRUE,TRUE,scientific,article,2021,"Sellanes J, Gorny M, Zapata-Hernández G, Alvarez G, Muñoz P, Tala F",A new threat to local marine biodiversity: filamentous mats proliferating at mesophotic depths off Rapa Nui,PeerJ,9,,e12052,10.7717/peerj.12052,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,350,Disturbances,"Algae (Macro, Turf and Crustose Coralline)",Remotely Operated Vehicle (ROV),Chile - Easter Island
1352,TRUE,TRUE,scientific,article,2008,"Holmes KW, Van Niel KP, Radford B, Kendrick GA, Grove SL",Modelling distribution of marine benthos from hydroacoustics and underwater video ,Continental Shelf Research,28,14,1800-1810,10.1016/j.csr.2008.04.016,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10,60,Biodiversity; Community structure,"Algae (Macro, Turf and Crustose Coralline); Porifera (Sponges)",Drop / Towed Video; Sonar / Multibeam,Australia - Southeastern Australia
1353,TRUE,FALSE,scientific,chapter,2020,"Ingleton T, Neilson J, Davies P, Foulsham E, Linklater M, Hanslow D, Jordan A",Temperate rocky reef on the southeast Australian continental shelf,,,,,10.1016/B978-0-12-814960-7.00028-2,10.1016/B978-0-12-814960-7.00028-2,Seafloor Geomorphology as Benthic Habitat: GeoHab Atlas of Seafloor Geomorphic Features and Benthic Habitats,"Harris PT, Baker E",Elsevier,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,20,100,Community structure; Biodiversity,Overall benthic (groups),Drop / Towed Video; Sonar / Multibeam,Australia - Southeastern Australia
1354,TRUE,TRUE,scientific,article,2021,"Albano PG, Steger J, Bošnjak M, Dunne B, Guifarro Z, Turapova E, Hua Q, Kaufman DS, Rilov G, Zuschin M",Native biodiversity collapse in the eastern Mediterranean,Proc R Soc B,288,1942,20202469,10.1098/rspb.2020.2469,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,92,Biodiversity; Climate Change,Other invertebrates,Dredging / trawling,Israel - Mediterranean Sea
1355,TRUE,TRUE,scientific,article,2021,"Biermann LK, Szedlmayer ST","Age frequency, growth, mortality, and PAH levels of roughtongue bass (Pronotogrammus martinicensis) following the Deepwater Horizon oil spill",Mar Pollut Bull,166,,112214,10.1016/j.marpolbul.2021.112214,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,68,100,Ecology; Reproduction; Disturbances,Fishes,Fishing,USA - Gulf of Mexico
1356,TRUE,TRUE,scientific,article,2022,Benzoni F,"Re-discovery of the type material of Leptoseris fragilis (Cnidaria, Anthozoa, Scleractinia) from the upper mesophotic in La Réunion, a taxonomic puzzle",Zootaxa,5178,6,596-600,10.11646/zootaxa.5178.6.8,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,46,46,Taxonomy,Scleractinia (Hard Corals),,Reunion Island
1357,TRUE,TRUE,scientific,article,2022,"Bollati E, Lyndby NH, D'Angelo C, Kühl M, Wiedenmann J, Wangpraseurt D",Green fluorescent protein-like pigments optimise the internal light environment in symbiotic reef-building corals,Elife,11,,e73521,10.7554/eLife.73521,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,80,Physiology; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Aquarium-based,
1358,TRUE,TRUE,scientific,article,2022,"Cassidy MM, Schneider CW, Saunders GW","The Dasya baillouviana and D. cryptica complexes (Delesseriaceae, Rhodophyta) in Bermuda with three additional new species from the archipelago",J Phycol,58,6,731-745,10.1111/jpy.13282,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,90,Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Manned Submersible; Rebreather; SCUBA (open-circuit or unspecified); Snorkeling,Bermuda
1359,TRUE,TRUE,scientific,article,2020,"van de Water JAJM, Coppari M, Enrichetti F, Ferrier-Pagès C, Bo M",Local Conditions Influence the Prokaryotic Communities Associated With the Mesophotic Black Coral Antipathella subpinnata,Front Microbiol,11,,537813,10.3389/fmicb.2020.537813,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,63,70,Ecology; Molecular ecology,Antipatharia (Black Corals),Rebreather,Italy - Ligurian-Tyrrhenian
1360,TRUE,TRUE,scientific,article,2010,"Sheehan EV, Stevens TF, Attrill MJ","A Quantitative, Non-Destructive Methodology for Habitat Characterisation and Benthic Monitoring at Offshore Renewable Energy Developments",PLoS ONE,5,12,e14461,10.1371/journal.pone.0014461,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,25,60,Disturbances; Biodiversity,Overall benthic (groups),Drop / Towed Video,England
1361,TRUE,TRUE,scientific,article,2023,"Bosch NE, Espino F, Tuya F, Haroun R, Bramanti L, Otero-Ferrer F.",Black coral forests enhance taxonomic and functional distinctiveness of mesophotic fishes in an oceanic island: implications for biodiversity conservation,Sci Rep,13,1,4963,10.1038/s41598-023-32138-x,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,70,Biodiversity; Community structure; Ecology; Management and Conservation,Antipatharia (Black Corals); Fishes,Rebreather,Spain - Canary Islands
1362,TRUE,TRUE,scientific,article,2023,"Carmignani A, Radice VZ, McMahon KM, Holman AI, Miller K, Grice K, Richards Z",Levels of autotrophy and heterotrophy in mesophotic corals near the end photic zone,Front Mar Sci,10,,,10.3389/fmars.2023.1089746,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,41,75,Ecology; Physiology,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV); Surface-deployed sensors and samplers,Australia - Northern Australia
1363,TRUE,FALSE,scientific,article,1961,Cabioch L,Etude de la repartition des peuplements benthiques au large de Roscoff,Cah. Bio. Mar.,2,,Jan-40,10.21411/CBM.A.9EA396EA,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,20,50,Ecology; Biodiversity,Other invertebrates; Overall benthic (groups),Dredging / trawling,France - Atlantic Ocean
1364,TRUE,TRUE,scientific,article,2019,Williams GC,"A new genus and species of enigmatic gorgonian coral from the Ryukyu Archipelago, northwestern Pacific, with a discussion of calcaxonian systematics (Cnidaria, Anthozoa, Octocorallia)",Zootaxa,4701,5,417-433,10.11646/zootaxa.4701.5.2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,80,Taxonomy,Octocorallia (Soft Corals),SCUBA (open-circuit or unspecified),Japan - Ryukyu Islands (Okinawa)
1365,TRUE,TRUE,scientific,article,2021,"Orel B, Giovine M, Ilan M",On the path to thermo-stable collagen: Culturing the versatile sponge Chondrosia reniformis,Marine Drugs,19,12,669,10.3390/md19120669,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,100,Biomedicine; Physiology,Porifera (Sponges),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Israel - Mediterranean Sea
1366,TRUE,TRUE,scientific,article,2019,"Nikolaivits E, Agrafiotis A, Termentzi A, Machera K, Le Goff G, Álvarez P, Chavanich S, Benayahu Y, Ouazzani J, Fokialakis N, Topakas E","Unraveling the detoxification mechanism of 2, 4-dichlorophenol by marine-derived mesophotic symbiotic fungi isolated from marine invertebrates",Marine Drugs,17,,564,10.3390/md17100564,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,30,152,Biomedicine; Disturbances,Fungi,Land-based,Israel - Red Sea; Israel - Mediterranean Sea; India - Andaman and Nicobar Islands
1367,TRUE,TRUE,scientific,article,2020,"Dias V, Oliveira F, Boavida J, Serrão EA, Gonçalves JMS, Coelho MAG",High coral bycatch in bottom-set gillnet coastal fisheries reveals rich coral habitats in Southern Portugal,Front Mar Sci,7,,603438,10.3389/fmars.2020.603438,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,510,Fisheries; Biodiversity,Antipatharia (Black Corals); Octocorallia (Soft Corals); Scleractinia (Hard Corals); Zoantharia (Zoanthids),Fishing,Portugal
1368,TRUE,TRUE,scientific,article,2004,"Cebrián E, Ballesteros E","Zonation patterns of benthic communities in an upwelling area from the western Mediterranean (La Herradura, Alboran Sea)",Scientia Marina,68,1,69-84,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,50,Community structure; Ecology,"Actiniaria and Ceriantharia (Sea anemones); Algae (Macro, Turf and Crustose Coralline); Octocorallia (Soft Corals); Overall benthic (groups); Porifera (Sponges); Other invertebrates",SCUBA (open-circuit or unspecified); Coring / drilling; Dredging / trawling,Spain - Mediterranean Sea
1369,FALSE,FALSE,technical,report,2017,"Monk J, Williams J, Barrett NS, Jordan AR, Lucieer VL, Althaus F, Nichol S",Biological and habitat feature descriptions for the continental shelves of Australia’s temperate-water marine parks - including collation of existing mapping in all AMPs,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,200,Acoustics; Biodiversity; Community structure; Ecology; Fisheries; Geomorphology; Long-term monitoring; Management and Conservation; Methods and Technology; Taxonomy,"Actiniaria and Ceriantharia (Sea anemones); Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Crustacea; Fishes; Octocorallia (Soft Corals); Other invertebrates; Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals); Zoantharia (Zoanthids); Seagrass",Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Drop / Towed Video; SCUBA (open-circuit or unspecified); Sonar / Multibeam,Australia - Southeastern Australia; Australia - Western Australia
1370,FALSE,FALSE,scientific,chapter,2012,"Lucieer V, Barrett N, Hill N, Nichol SL","Characterization of Shallow Inshore Coastal Reefs on the Tasman Peninsula, Southeastern Tasmania, Australia",,,,,,,Seafloor Geomorphology As Benthic Habitat : GeoHAB Atlas of Seafloor Geomorphic Features and Benthic Habitats,"Harris PT, Baker EK",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,20,100,Biodiversity; Community structure; Geomorphology,"Actiniaria and Ceriantharia (Sea anemones); Algae (Macro, Turf and Crustose Coralline); Octocorallia (Soft Corals); Other invertebrates; Overall benthic (groups); Porifera (Sponges)",Autonomous Underwater Vehicle (AUV); Sonar / Multibeam,Australia - Southeastern Australia
1371,FALSE,FALSE,popular,review,2022,Bongaerts P,Mesophotic Coral Ecosystems,Curr Biol,32,8,R345-R346,10.1016/j.cub.2022.03.036,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Ecology; Management and Conservation; Methods and Technology,"Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Octocorallia (Soft Corals); Scleractinia (Hard Corals)",Manned Submersible; Rebreather,
1372,TRUE,TRUE,scientific,article,2021,"Bongaerts P, Cooke IR, Ying H, Wels D, den Haan S, Hernandez-Agreda A, Brunner CA, Dove S, Englebert N, Eyal G, Forêt S, Grinblat M, Hay KB, Harii S, Hayward DC, Lin Y, Mihaljević M, Moya A, Muir P, Sinniger F, Smallhorn-West P, Torda G, Ragan MA, Van Oppen MJH, Hoegh-Guldberg O",Morphological stasis masks ecologically divergent coral species on tropical reefs,Curr Biol,31,11,2286-2298.e8,10.1016/j.cub.2021.03.028,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,85,Connectivity; Ecology; Molecular ecology; Reproduction,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Australia - Coral Sea; Australia - Great Barrier Reef; Israel - Red Sea; Japan - Ryukyu Islands (Okinawa); Papua New Guinea
1373,TRUE,TRUE,scientific,article,2019,"Pimentel CR, Vilar CC, Rolim FA, Abieri ML, Joyeux JC",New records of the snow bass Serranus chionaraia (Perciformes: Serranidae) confirm an established population in the Brazilian Province,J Fish Biol,95,,1346–1349,10.1111/jfb.14135,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,43,65,Ecology; Biodiversity,Fishes,SCUBA (open-circuit or unspecified); Baited Remote Underwater Video (BRUV),Brazil - Eastern Brazil
1374,TRUE,FALSE,scientific,review,2022,"Soares MO, Kitahara MV, Santos MEA, Bejarano S, Rabelo EF, Cruz IC",The flourishing and vulnerabilities of zoantharians on Southwestern Atlantic reefs,Mar Environ Res,173,,105535,10.1016/j.marenvres.2021.105535,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Biodiversity; Climate Change; Community structure; Disturbances; Ecology,Scleractinia (Hard Corals); Zoantharia (Zoanthids),SCUBA (open-circuit or unspecified); Snorkeling,Brazil - Eastern Brazil
1375,TRUE,TRUE,scientific,article,2021,"Richards JL, Schmidt WE, Fredericq S, Sauvage T, Peña V, Le Gall L, Mateo‐Cid LE, Mendoza‐González AC, Hughey JR, Gabrielson PW","DNA sequencing of type material and newly collected specimens reveals two heterotypic synonyms for Harveylithon munitum (Metagoniolithoideae, Corallinales, Rhodophyta) and three new species",J Phycol,57,,1234–1253,10.1111/jpy.13161-20-236,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,58,Molecular ecology; Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Land-based; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified); Snorkeling,Egypt - Red Sea; Guadeloupe; Mexico - Gulf of Mexico; Panama - Caribbean Sea; USA - Continental Atlantic Ocean; USA - Gulf of Mexico
1376,TRUE,TRUE,scientific,article,2017,"Clayton L, & Dennison G","Inexpensive video drop-camera for surveying sensitive benthic habitats: applications from glass sponge (Hexactinellida) reefs in Howe Sound, British Columbia",The Canadian Field-Naturalist,131,1,46-54,https://doi.org/10.22621/cfn.v131i1.1783,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,20,100,Biodiversity; Long-term monitoring,Porifera (Sponges),Drop / Towed Video; SCUBA (open-circuit or unspecified),Canada - British Columbia
1378,FALSE,FALSE,scientific,chapter,2019,"Armstrong RA, Pizarro O, Roman C",Underwater Robotic Technology for Imaging Mesophotic Coral Ecosystems,,,,,,,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Methods and Technology,,,
1379,TRUE,TRUE,scientific,article,2010,"Samaai T, Gibbons MJ, Kerwath S, Yemane D, Sink K","Sponge richness along a bathymetric gradient within the iSimangaliso Wetland Park, South Africa",Mar Biodiv,40,,205-217,10.1007/s12526-010-0046-z,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,360,Ecology; Taxonomy; Biodiversity; Community structure,Porifera (Sponges),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),South Africa
