id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
863,TRUE,FALSE,scientific,article,2019,"Asher J, Williams ID, Harvey ES",Is seeing believing? Diver and video-based censuses reveal inconsistencies in roving predator estimates between regions,Mar Ecol Prog Ser,630,,115–136,10.3354/meps13107,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,100,Methods and Technology,Fishes,Baited Remote Underwater Video (BRUV); Drop / Towed Video; SCUBA (open-circuit or unspecified),USA - Hawaii
864,TRUE,FALSE,scientific,article,2019,"Weijerman M, Grüss A, Dove D, Asher J, Williams ID, Kelley C, Drazen JC",Shining a light on the composition and distribution patterns of mesophotic and subphotic fish communities in Hawai‘i,Mar Ecol Prog Ser,630,,161–182,10.3354/meps13135,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,410,Biodiversity; Community structure; Ecology,Fishes,Land-based,USA - Hawaii
865,TRUE,TRUE,scientific,article,1983,"Chalker BE, Dunlap WC, Oliver JK","BATHYMETRIC  ADAPTATIONS  OF REEF-BUILDING  CORALS AT DAVIES  REEF, GREAT BARRIER REEF, AUSTRALIA. II. LIGHT SATURATION CURVES FOR PHOTOSYNTHESIS  AND RESPIRATION",J Exp Mar Bio Ecol,73,1,37-56,10.1016/0022-0981(83)90004-7,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,45,Ecology; Physiology,Scleractinia (Hard Corals),Aquarium-based,Australia - Great Barrier Reef
866,TRUE,TRUE,scientific,article,2014,"Hartman G, Niemi TM, Tibor G, Ben-Avraham Z, Al-Zoubi A, Makovsky Y, Akawwi E, Abueladas AR, Al-Ruzouq R",Quaternary tectonic evolution of the Northern Gulf of Elat/Aqaba along the Dead Sea Transform,Journal of Geophysical Research: Solid Earth,119,,9183–9205,10.1002/2013JB010879,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,700,Paleoecology; Acoustics; Geomorphology,,Sonar / Multibeam; Surface-deployed sensors and samplers,Israel - Red Sea
867,TRUE,TRUE,scientific,article,2020,"Shepherd B, Phelps TAY, Pinheiro HT, Rocha CR, Rocha LA","Two new species of Plectranthias (Teleostei, Serranidae, Anthiadinae) from mesophotic coral ecosystems in the tropical Central Pacific",Zookeys,941,,145-161,10.3897/zookeys.941.50243,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,90,120,Biodiversity; Taxonomy,Fishes,Fishing; Rebreather,French Polynesia; Micronesia - Marshall Islands
868,TRUE,FALSE,scientific,chapter,2019,"Slattery M, Lesser MP",The Bahamas and Cayman Islands,,,,,,https://www.springer.com/gp/book/9783319927343,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,90,Biodiversity; Community structure; Ecology,"Algae (Macro, Turf and Crustose Coralline); Fishes; Porifera (Sponges); Scleractinia (Hard Corals)",Manned Submersible; Rebreather; SCUBA (open-circuit or unspecified),Bahamas; Cayman Islands
869,TRUE,FALSE,scientific,chapter,2019,"Reed JK, Farrington S, David A, Harter S, Pomponi SA, Diaz MC, Voss JD, Spring KD, Hine AC, Kourafalou VH, Smith RH, Vaz AC, Paris CB, Hanisak MD","Pulley Ridge, Gulf of Mexico, USA",,,,,,https://www.springer.com/gp/book/9783319927343,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Biodiversity; Ecology; Fisheries; Geomorphology; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Fishes; Octocorallia (Soft Corals); Porifera (Sponges); Scleractinia (Hard Corals)",Dredging / trawling; Remotely Operated Vehicle (ROV); Sonar / Multibeam,USA - Pulley Ridge
870,TRUE,TRUE,scientific,article,1983,Head SM,An undescribed species of Merulina and a new genus and species of siderastreid coral from the Red Sea,Journal of Natural History,17,3,419-435,10.1080/00222938300770281,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,46,Taxonomy,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Sudan - Red Sea
871,TRUE,TRUE,scientific,article,2015,"Katz T, Ginat H, Eyal G, Steiner Z, Braun Y, Shalev S, Goodman-Tchernov BN","Desert flash floods form hyperpycnal flows in the coral-rich Gulf of Aqaba, Red Sea",Earth and Planetary Science Letters,417,,87-98,10.1016/j.epsl.2015.02.025,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,50,Disturbances; Geomorphology; Long-term monitoring; Paleoecology,,Coring / drilling; SCUBA (open-circuit or unspecified); Surface-deployed sensors and samplers,Israel - Red Sea
872,TRUE,TRUE,scientific,article,1992,"Masuda K, Goto M, Maruyama Tadashi, Miyachi S ","Photoadaptation of Solitary Corals, Fungia repanda, F. echinata, and Their Zooxanthellae",Proceedings of the Seventh International Coral Reef Symposium,1,,373-378,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,50,Physiology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Aquarium-based; SCUBA (open-circuit or unspecified),Republic of Palau
873,TRUE,FALSE,scientific,chapter,2019,"Eyal G, Tamir R, Kramer N, Eyal-Shaham L, Loya Y",The Red Sea: Israel,,,,,,https://www.springer.com/gp/book/9783319927343,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,160,Biodiversity; Ecology; Management and Conservation; Oceanography,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Other invertebrates; Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals); Seagrass",In-situ instrumentation; Manned Submersible; Rebreather; SCUBA (open-circuit or unspecified),Israel - Red Sea
874,TRUE,FALSE,scientific,chapter,2019,"Andradi-Brown DA, Dinesen Z, Head CEI, Tickler DM, Rowlands G, Rogers AD",The Chagos Archipelago,,,,,,https://www.springer.com/gp/book/9783319927343,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,82,Biodiversity; Community structure; Ecology; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Fishes; Octocorallia (Soft Corals); Overall benthic (groups); Scleractinia (Hard Corals)",Baited Remote Underwater Video (BRUV); Dredging / trawling; Remotely Operated Vehicle (ROV); Sonar / Multibeam,Chagos Archipelago
875,TRUE,FALSE,scientific,chapter,2020,"Cabaitan PC, Quimpo TJR, Dumalagan Jr. EE, Munar J, Calleja MAC, Olavides RDD, Go K, Albelda R, Cabactulan D, Tinacba EJC, Doctor MAA, Villanoy CL, Siringan FP",The Philippines,,,,,,,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,100,Biodiversity; Climate Change; Connectivity; Disturbances; Ecology; Fisheries; Geomorphology; Long-term monitoring; Management and Conservation; Taxonomy,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Porifera (Sponges); Scleractinia (Hard Corals)",Fishing; Land-based,Philippines
876,TRUE,FALSE,scientific,chapter,2020,"Colin PL, Lindfield SJ",Palau,,,,,,https://link.springer.com/book/10.1007/978-3-319-92735-0#toc,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,140,Biodiversity; Community structure; Ecology; Fisheries; Geomorphology; Oceanography,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Other invertebrates; Plankton; Porifera (Sponges)",Fishing,Republic of Palau
877,TRUE,TRUE,scientific,article,2010,"Tibor G, Niemi TM, Ben-Avraham Z, Al-Zoubi A, Sade RA, Hall JK, Hartman G, Akawi E, Abueladas A, Al-Ruzouq R",Active tectonic morphology and submarine deformation of the northern Gulf of Eilat/Aqaba from analyses of multibeam data,Geo-Marine Letters,30,,561-573,10.1007/s00367-010-0194-y,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,700,Geomorphology,,Sonar / Multibeam,Israel - Red Sea
878,TRUE,TRUE,scientific,article,1987,"Wyman KD, Dubinsky Z, Porter JW, Falkoski PG","Light absorption and utilization among hermatypic corals: a study in Jamaica, West Indies",Mar Biol,96,,283-292,10.1007/BF00427028,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,50,Physiology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Jamaica
879,TRUE,TRUE,scientific,article,2020,"Sherwood AR, Paiano MO, Spalding HL, Kosaki RK","Biodiversity of Hawaiian Peyssonneliales (Rhodophyta): Sonderophycus copusii sp. nov., a new species from the Northwestern Hawaiian Islands",Algae,35,2,145-155,10.4490/algae.2020.35.5.20,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,88,94,Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Rebreather,USA - Hawaii
880,TRUE,FALSE,scientific,chapter,2019,"Frade PR, Bongaerts P, Baldwin CC, Trembanis AC, Bak RPM, Vermeij MJA",Bonaire and Curaçao,,,,,,,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,315,Biodiversity; Community structure; Disturbances; Ecology; Long-term monitoring; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline); Fishes; Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals)",Autonomous Underwater Vehicle (AUV); Manned Submersible; Rebreather; Sonar / Multibeam,Bonaire; Curaçao
881,TRUE,FALSE,scientific,article,2020,"Laverick JH, Tamir R, Eyal G, Loya Y",A generalized light‐driven model of community transitions along coral reef depth gradients,Glob Ecol Biogeogr,29,,1554–1564,10.1111/geb.13140,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,150,Ecology,Scleractinia (Hard Corals),Land-based,Bahamas; Bermuda; Curaçao; Israel - Red Sea; Jamaica; Japan - Ryukyu Islands (Okinawa); Micronesia - Marshall Islands; Puerto Rico; USA - Continental Atlantic Ocean; USA - Gulf of Mexico; USA - Hawaii
882,TRUE,TRUE,scientific,article,2015,"Hartman G, Niemi TM, Ben‐Avraham Z, Tibor G, Al‐Zoubi A, Sade RA, Hall JK, Akawi E, Abueladas A, Al‐Ruzouq R, Makovsky Y",Distinct relict fringing reefs in the northern shelf of the Gulf of Elat/Aqaba: Markers of Quaternary eustatic and climatic episodes,Sedimentology,62,,516-540,10.1111/sed.12179,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,700,Geomorphology,,Sonar / Multibeam,Israel - Red Sea
883,TRUE,FALSE,scientific,article,2020,"Kramer N, Tamir R, Eyal G, Loya Y",Coral Morphology Portrays the Spatial Distribution and Population Size-Structure Along a 5–100 m Depth Gradient,Front Mar Sci,7,615,,10.3389/fmars.2020.00615,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5,100,Community structure; Ecology,Scleractinia (Hard Corals),Drop / Towed Video; Rebreather,Israel - Red Sea
884,TRUE,TRUE,scientific,article,2020,"Montefalcone M , Morri C, Bianchi CN","Influence of Local Pressures on Maldivian Coral Reef Resilience Following Repeated Bleaching Events, and Recovery Perspectives",Front Mar Sci,7,587,,10.3389/fmars.2020.00587,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,50,Climate Change; Disturbances,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Republic of Maldives
885,TRUE,TRUE,scientific,article,2020,"Guerra-García JM, Ahyong ST",A new genus and two new species of Caprellidae (Crustacea: Amphipoda) from mesophotic and deep-sea waters of Australia,Records of the Australian Museum,72,2,45-62,10.3853/j.2201-4349.72.2020.1764,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56,1125,Biodiversity; Taxonomy,Crustacea,Dredging / trawling,Australia - Northern Australia; Australia - Southeastern Australia
886,TRUE,TRUE,scientific,article,2020,"Opresko DM, Goldman SL, Johnson R, Parra K, Nuttall M, Schmahl GP, Brugler MR","Morphological and molecular characterization of a new species of black coral from Elvers Bank, north-western Gulf of Mexico (Cnidaria: Anthozoa: Hexacorallia: Antipatharia: Aphanipathidae: Distichopathes)",J Mar Biol Assoc UK,100,4,559-566,10.1017/S002531542000051X,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,172,172,Biodiversity; Taxonomy,Antipatharia (Black Corals),Remotely Operated Vehicle (ROV),USA - Gulf of Mexico
887,TRUE,TRUE,scientific,article,2020,"Rakka M, Orejas C, Maier SR, Van Oevelen D, Godinho A, Bilan M, Carreiro-Silva M",Feeding biology of a habitat-forming antipatharian in the Azores Archipelago,Coral Reefs,,,,10.1007/s00338-020-01980-0,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,16,45,Physiology,Antipatharia (Black Corals),SCUBA (open-circuit or unspecified),Portugal - Azores
888,TRUE,TRUE,scientific,article,2013,"Lesser MP, Slattery M",Ecology of Caribbean Sponges: Are Top-Down or Bottom-Up Processes More Important?,PLoS ONE,8,11,e79799,10.1371/journal.pone.0079799,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,46,Ecology,Porifera (Sponges),SCUBA (open-circuit or unspecified),Belize
889,TRUE,FALSE,scientific,article,2019,"Lesser MP, Slattery M, Laverick JH, Macartne KJ, Bridge TC",Global community breaks at 60 m on mesophotic coral reefs,Glob Ecol Biogeogr,28,10,1403-1416,10.1111/geb.12940,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,69,Biodiversity,Overall benthic (groups),,
890,TRUE,FALSE,scientific,chapter,2019,"Heyward A, Radford B",Northwest Australia,,,,,,https://www.springer.com/gp/book/9783319927343,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,82,Biodiversity; Ecology; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline); Fishes; Porifera (Sponges); Scleractinia (Hard Corals)",Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Drop / Towed Video; Remotely Operated Vehicle (ROV),Australia - Northern Australia
892,TRUE,TRUE,scientific,article,2020,"Horowitz J, Brugler MR, Bridge TCL, Cowman PF",Morphological and molecular description of a new genus and species of black coral (Cnidaria: Anthozoa: Hexacorallia: Antipatharia: Antipathidae: Blastopathes) from Papua New Guinea,Zootaxa,4821,3,553–569,10.11646/zootaxa.4821.3.7,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,30,37,Taxonomy,Antipatharia (Black Corals),SCUBA (open-circuit or unspecified),Papua New Guinea
894,TRUE,TRUE,scientific,article,2020,"Lesser MP, Mueller B, Pankey S, Macartney KJ, Slattery M,5 de Goeij JM","Depth-dependent detritus production in the sponge, Halisarca caerulea",Limnol Oceanogr,,65,1200-1216,10.1002/lno.11384,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,50,Community structure; Ecology; Physiology; Molecular ecology,Other endosymbionts (non-Symbiodinium); Porifera (Sponges),In-situ instrumentation; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Curaçao
895,TRUE,FALSE,scientific,review,2020,"Lesser MP, Slattery M",Will coral reef sponges be winners in the Anthropocene?,Global Change Biol,,26,3202–3211,10.1111/gcb.15039,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Biodiversity; Climate Change; Community structure; Ecology,Porifera (Sponges),,
896,TRUE,FALSE,scientific,chapter,2019,"Bridge TCL, Beaman RJ, Bongaerts P, Muir PR, Ekins M, Sih T",The Great Barrier Reef and Coral Sea,,,,,,,"Mesophotic Coral Ecosystems, Coral Reefs of the World","Loya Y, Puglise KA, Bridge TCL",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,260,Biodiversity; Ecology; Geomorphology; Management and Conservation,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Porifera (Sponges); Scleractinia (Hard Corals)",Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Manned Submersible; Rebreather; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified); Sonar / Multibeam,Australia - Coral Sea; Australia - Great Barrier Reef
897,TRUE,TRUE,scientific,article,2019,"Teixeira CD, Leitão RLL, Ribeiro F V., Moraes FC, Neves LM, Bastos AC, Pereira-Filho GH, Kampel M, Salomon PS, Sá JA, Falsarella LN, Amario M, Abieri ML, Pereira RC, Amado-Filho GM, Moura RL","Sustained mass coral bleaching (2016–2017) in Brazilian turbidzone reefs: taxonomic, cross-shelf and habitat-related trends",Coral Reefs,38,,801–813,10.1007/s00338-019-01789-6,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,30,Climate Change; Physiology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
898,TRUE,TRUE,scientific,article,2020,"Perkins NR, Hosack GR, Foster SD, Monk J, Barrett NS",Monitoring the resilience of a no-take marine reserve to a range extending species using benthic imagery,PLoS ONE,15,8,e0237257,10.1371/journal.pone.0237257,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,45,Ecology; Management and Conservation,Other invertebrates,Autonomous Underwater Vehicle (AUV),Australia - Southeastern Australia
899,TRUE,TRUE,scientific,article,2020,"García-Hernández JE, de Gier W, van Moorsel GWNM, Hoeksema BW","The scleractinian Agaricia undata as a new host for the coral-gall crab Opecarcinus hypostegus at Bonaire, southern Caribbean",Symbiosis,81,3,303-311,10.1007/s13199-020-00706-8,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,30,Biodiversity; Ecology,Crustacea; Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Bonaire
900,TRUE,TRUE,scientific,article,2018,"Meyer CG, Anderson JM, Coffey DM, Hutchinson MR, Royer MA, Holland KN",Habitat geography around Hawaii’s oceanic islands influences tiger shark (Galeocerdo cuvier) spatial behaviour and shark bite risk at ocean recreation sites,Sci Rep,8,4945,18-Jan,10.1038/s41598-018-23006-0,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,195,Behavior; Ecology,Fishes,Acoustic Telemetry,USA - Hawaii
901,TRUE,TRUE,scientific,article,2020,"Aguirre J, Ocaña O, Pérez-Asensio JN, Domènech R, Martinell J, Mayoral E, Santos A",Mesophotic azooxanthellate coral communities and submarine seascape during the early Pliocene in Manilva Basin (S Spain),Coral Reefs,,,,10.1007/s00338-020-02000-x,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,Paleoecology,Scleractinia (Hard Corals); Protists (non-Symbiodiniaceae),Land-based,Spain - Mediterranean Sea
902,TRUE,TRUE,scientific,article,2020,"Bond T, Mueller RJ, Birt MJ, Prince J, Miller K, Partridge JC, McLean DL",Mystery pufferfish create elaborate circular nests at mesophotic depths in Australia,J Fish Biol,,,,10.1111/jfb.14506,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,129,137,Behavior; Ecology,Fishes,Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Remotely Operated Vehicle (ROV),Australia - Western Australia
903,TRUE,TRUE,scientific,article,2020,"Sturm AB, Eckert RJ, Méndez JG, González-Díaz P, Voss JD","Population genetic structure of the great star coral, Montastraea cavernosa, across the Cuban archipelago with comparisons between microsatellite and SNP markers",Sci Rep,10,15432,15-Jan,10.1038/s41598-020-72112-5,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,75,Connectivity; Molecular ecology,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV); Snorkeling,Cuba
904,TRUE,TRUE,scientific,article,2019,"Matheus Z, Francini-Filho RB, Pereira-Filho GH, Moraes FC, de Moura RL, Brasileiro PS, Amado-Filho GM","Benthic reef assemblages of the Fernando de Noronha Archipelago, tropical South-west Atlantic: Effects of depth, wave exposure and cross-shelf positioning",PLoS ONE,14,1,e0210664,10.1371/journal.pone.0210664,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,50,Biodiversity; Community structure,Overall benthic (groups),SCUBA (open-circuit or unspecified),Brazil - Fernando Noronha
905,TRUE,TRUE,scientific,article,2020,"Albano PG, Azzarone M, Amati B, Bogi C, Sabelli B, Rilov G",Low diversity or poorly explored? Mesophotic molluscs highlight undersampling in the Eastern Mediterranean,Biodivers Conserv,,,,10.1007/s10531-020-02063-w,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,77,92,Biodiversity,Other invertebrates,Dredging / trawling,Israel - Mediterranean Sea
906,TRUE,TRUE,scientific,article,2020,"Macartney KJ, Pankey MS, Slattery M, Lesser MP",Trophodynamics of the sclerosponge Ceratoporella nicholsoni along a shallow to mesophotic depth gradient,Coral Reefs,,,,10.1007/s00338-020-02008-3,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,100,Ecology; Molecular ecology,Bacteria and Archaea; Porifera (Sponges),Rebreather; SCUBA (open-circuit or unspecified),Cayman Islands
907,TRUE,TRUE,scientific,article,2020,"Andradi-Brown DA, Beer AJE, Colin L, Hastuti, Head CEI, Hidayat NI, Lindfield SJ, Mitchell CR, Pada DN, Piesinger NM, Purwanto, Ahmadia GN","Highly diverse mesophotic reef fish communities in Raja Ampat, West Papua",Coral Reefs,40,,111-130,10.1007/s00338-020-02020-7,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,85,Biodiversity; Fisheries; Community structure; Ecology,Fishes,Drop / Towed Video,Indonesia
